COLUMN,0
SYM,SPX,CBOE,
SYM,AAPL,SMART/AMEX,
SYM,AMZN,SMART/AMEX,
SYM,DIS,SMART/AMEX,
SYM,GOOGL,SMART/AMEX,
SYM,IBKR,SMART/AMEX,
SYM,META,SMART/AMEX,
SYM,MSFT,SMART/AMEX,
SYM,NVDA,SMART/AMEX,
SYM,SPY,SMART/AMEX,
SYM,TSLA,SMART/AMEX,
SYM,EUR,IDEALPRO,USD
SYM,GBP,IDEALPRO,USD
SYM,USD,IDEALPRO,JPY
SYM,CL,NYMEX,
COLUMN,1
